Property                           Type     Read-only  Value
CONFIG.C_RESERVED_2                string   true       false
CONFIG.C_RESERVED_3                string   true       110000
CONFIG.C_RF_Analyzer               string   true       0
CONFIG.C_Silicon_Revision          string   true       0
CONFIG.C_Sysref_Source             string   true       1
CONFIG.C_VNC_Include_Fs2_Change    string   true       true
CONFIG.C_VNC_Include_OIS_Change    string   true       true
CONFIG.C_VNC_Testing               string   true       false
CONFIG.Calibration_Freeze          string   true       false
CONFIG.Calibration_Time            string   true       10
CONFIG.Clock_Forwarding            string   true       false
CONFIG.Component_Name              string   true       zcu216_base_usp_rf_data_converter_0_0
CONFIG.Converter_Setup             string   true       1
CONFIG.DAC0_Band                   string   true       0
CONFIG.DAC0_Clock_Dist             string   true       0
CONFIG.DAC0_Clock_Source           string   true       4
CONFIG.DAC0_Clock_Source_MX        string   true       4
CONFIG.DAC0_Enable                 string   true       0
CONFIG.DAC0_Fabric_Freq            string   true       0.0
CONFIG.DAC0_Multi_Tile_Sync        string   true       false
CONFIG.DAC0_Outclk_Freq            string   true       50.000
CONFIG.DAC0_PLL_Enable             string   true       false
CONFIG.DAC0_Refclk_Div             string   true       1
CONFIG.DAC0_Refclk_Freq            string   true       6400.000
CONFIG.DAC0_Sampling_Rate          string   true       6.4
CONFIG.DAC0_VOP                    string   true       20.0
CONFIG.DAC1_Band                   string   true       0
CONFIG.DAC1_Clock_Dist             string   true       0
CONFIG.DAC1_Clock_Source           string   true       5
CONFIG.DAC1_Clock_Source_MX        string   true       5
CONFIG.DAC1_Enable                 string   true       0
CONFIG.DAC1_Fabric_Freq            string   true       0.0
CONFIG.DAC1_Multi_Tile_Sync        string   true       false
CONFIG.DAC1_Outclk_Freq            string   true       50.000
CONFIG.DAC1_PLL_Enable             string   true       false
CONFIG.DAC1_Refclk_Div             string   true       1
CONFIG.DAC1_Refclk_Freq            string   true       6400.000
CONFIG.DAC1_Sampling_Rate          string   true       6.4
CONFIG.DAC1_VOP                    string   true       20.0
CONFIG.DAC2_Band                   string   true       0
CONFIG.DAC2_Clock_Dist             string   true       0
CONFIG.DAC2_Clock_Source           string   true       6
CONFIG.DAC2_Clock_Source_MX        string   true       6
CONFIG.DAC2_Enable                 string   true       0
CONFIG.DAC2_Fabric_Freq            string   true       0.0
CONFIG.DAC2_Multi_Tile_Sync        string   true       false
CONFIG.DAC2_Outclk_Freq            string   true       50.000
CONFIG.DAC2_PLL_Enable             string   true       false
CONFIG.DAC2_Refclk_Div             string   true       1
CONFIG.DAC2_Refclk_Freq            string   true       6400.000
CONFIG.DAC2_Sampling_Rate          string   true       6.4
CONFIG.DAC2_VOP                    string   true       20.0
CONFIG.DAC3_Band                   string   true       0
CONFIG.DAC3_Clock_Dist             string   true       0
CONFIG.DAC3_Clock_Source           string   true       7
CONFIG.DAC3_Clock_Source_MX        string   true       7
CONFIG.DAC3_Enable                 string   true       0
CONFIG.DAC3_Fabric_Freq            string   true       0.0
CONFIG.DAC3_Multi_Tile_Sync        string   true       false
CONFIG.DAC3_Outclk_Freq            string   true       50.000
CONFIG.DAC3_PLL_Enable             string   true       false
CONFIG.DAC3_Refclk_Div             string   true       1
CONFIG.DAC3_Refclk_Freq            string   true       6400.000
CONFIG.DAC3_Sampling_Rate          string   true       6.4
CONFIG.DAC3_VOP                    string   true       20.0
CONFIG.DAC228_En                   string   true       false
CONFIG.DAC229_En                   string   true       false
CONFIG.DAC230_En                   string   true       false
CONFIG.DAC231_En                   string   true       false
CONFIG.DAC_Coarse_Mixer_Freq00     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq01     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq02     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq03     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq10     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq11     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq12     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq13     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq20     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq21     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq22     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq23     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq30     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq31     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq32     string   true       0
CONFIG.DAC_Coarse_Mixer_Freq33     string   true       0
CONFIG.DAC_Data_Type00             string   true       0
CONFIG.DAC_Data_Type01             string   true       0
CONFIG.DAC_Data_Type02             string   true       0
CONFIG.DAC_Data_Type03             string   true       0
CONFIG.DAC_Data_Type10             string   true       0
CONFIG.DAC_Data_Type11             string   true       0
CONFIG.DAC_Data_Type12             string   true       0
CONFIG.DAC_Data_Type13             string   true       0
CONFIG.DAC_Data_Type20             string   true       0
CONFIG.DAC_Data_Type21             string   true       0
CONFIG.DAC_Data_Type22             string   true       0
CONFIG.DAC_Data_Type23             string   true       0
CONFIG.DAC_Data_Type30             string   true       0
CONFIG.DAC_Data_Type31             string   true       0
CONFIG.DAC_Data_Type32             string   true       0
CONFIG.DAC_Data_Type33             string   true       0
CONFIG.DAC_Data_Width00            string   true       16
CONFIG.DAC_Data_Width01            string   true       16
CONFIG.DAC_Data_Width02            string   true       16
CONFIG.DAC_Data_Width03            string   true       16
CONFIG.DAC_Data_Width10            string   true       16
CONFIG.DAC_Data_Width11            string   true       16
CONFIG.DAC_Data_Width12            string   true       16
CONFIG.DAC_Data_Width13            string   true       16
CONFIG.DAC_Data_Width20            string   true       16
CONFIG.DAC_Data_Width21            string   true       16
CONFIG.DAC_Data_Width22            string   true       16
CONFIG.DAC_Data_Width23            string   true       16
CONFIG.DAC_Data_Width30            string   true       16
CONFIG.DAC_Data_Width31            string   true       16
CONFIG.DAC_Data_Width32            string   true       16
CONFIG.DAC_Data_Width33            string   true       16
CONFIG.DAC_Debug                   string   true       false
CONFIG.DAC_Decoder_Mode00          string   true       0
CONFIG.DAC_Decoder_Mode01          string   true       0
CONFIG.DAC_Decoder_Mode02          string   true       0
CONFIG.DAC_Decoder_Mode03          string   true       0
CONFIG.DAC_Decoder_Mode10          string   true       0
CONFIG.DAC_Decoder_Mode11          string   true       0
CONFIG.DAC_Decoder_Mode12          string   true       0
CONFIG.DAC_Decoder_Mode13          string   true       0
CONFIG.DAC_Decoder_Mode20          string   true       0
CONFIG.DAC_Decoder_Mode21          string   true       0
CONFIG.DAC_Decoder_Mode22          string   true       0
CONFIG.DAC_Decoder_Mode23          string   true       0
CONFIG.DAC_Decoder_Mode30          string   true       0
CONFIG.DAC_Decoder_Mode31          string   true       0
CONFIG.DAC_Decoder_Mode32          string   true       0
CONFIG.DAC_Decoder_Mode33          string   true       0
CONFIG.DAC_Interpolation_Mode00    string   true       0
CONFIG.DAC_Interpolation_Mode01    string   true       0
CONFIG.DAC_Interpolation_Mode02    string   true       0
CONFIG.DAC_Interpolation_Mode03    string   true       0
CONFIG.DAC_Interpolation_Mode10    string   true       0
CONFIG.DAC_Interpolation_Mode11    string   true       0
CONFIG.DAC_Interpolation_Mode12    string   true       0
CONFIG.DAC_Interpolation_Mode13    string   true       0
CONFIG.DAC_Interpolation_Mode20    string   true       0
CONFIG.DAC_Interpolation_Mode21    string   true       0
CONFIG.DAC_Interpolation_Mode22    string   true       0
CONFIG.DAC_Interpolation_Mode23    string   true       0
CONFIG.DAC_Interpolation_Mode30    string   true       0
CONFIG.DAC_Interpolation_Mode31    string   true       0
CONFIG.DAC_Interpolation_Mode32    string   true       0
CONFIG.DAC_Interpolation_Mode33    string   true       0
CONFIG.DAC_Invsinc_Ctrl00          string   true       false
CONFIG.DAC_Invsinc_Ctrl01          string   true       false
CONFIG.DAC_Invsinc_Ctrl02          string   true       false
CONFIG.DAC_Invsinc_Ctrl03          string   true       false
CONFIG.DAC_Invsinc_Ctrl10          string   true       false
CONFIG.DAC_Invsinc_Ctrl11          string   true       false
CONFIG.DAC_Invsinc_Ctrl12          string   true       false
CONFIG.DAC_Invsinc_Ctrl13          string   true       false
CONFIG.DAC_Invsinc_Ctrl20          string   true       false
CONFIG.DAC_Invsinc_Ctrl21          string   true       false
CONFIG.DAC_Invsinc_Ctrl22          string   true       false
CONFIG.DAC_Invsinc_Ctrl23          string   true       false
CONFIG.DAC_Invsinc_Ctrl30          string   true       false
CONFIG.DAC_Invsinc_Ctrl31          string   true       false
CONFIG.DAC_Invsinc_Ctrl32          string   true       false
CONFIG.DAC_Invsinc_Ctrl33          string   true       false
CONFIG.DAC_Mixer_Mode00            string   true       2
CONFIG.DAC_Mixer_Mode01            string   true       2
CONFIG.DAC_Mixer_Mode02            string   true       2
CONFIG.DAC_Mixer_Mode03            string   true       2
CONFIG.DAC_Mixer_Mode10            string   true       2
CONFIG.DAC_Mixer_Mode11            string   true       2
CONFIG.DAC_Mixer_Mode12            string   true       2
CONFIG.DAC_Mixer_Mode13            string   true       2
CONFIG.DAC_Mixer_Mode20            string   true       2
CONFIG.DAC_Mixer_Mode21            string   true       2
CONFIG.DAC_Mixer_Mode22            string   true       2
CONFIG.DAC_Mixer_Mode23            string   true       2
CONFIG.DAC_Mixer_Mode30            string   true       2
CONFIG.DAC_Mixer_Mode31            string   true       2
CONFIG.DAC_Mixer_Mode32            string   true       2
CONFIG.DAC_Mixer_Mode33            string   true       2
CONFIG.DAC_Mixer_Type00            string   true       3
CONFIG.DAC_Mixer_Type01            string   true       3
CONFIG.DAC_Mixer_Type02            string   true       3
CONFIG.DAC_Mixer_Type03            string   true       3
CONFIG.DAC_Mixer_Type10            string   true       3
CONFIG.DAC_Mixer_Type11            string   true       3
CONFIG.DAC_Mixer_Type12            string   true       3
CONFIG.DAC_Mixer_Type13            string   true       3
CONFIG.DAC_Mixer_Type20            string   true       3
CONFIG.DAC_Mixer_Type21            string   true       3
CONFIG.DAC_Mixer_Type22            string   true       3
CONFIG.DAC_Mixer_Type23            string   true       3
CONFIG.DAC_Mixer_Type30            string   true       3
CONFIG.DAC_Mixer_Type31            string   true       3
CONFIG.DAC_Mixer_Type32            string   true       3
CONFIG.DAC_Mixer_Type33            string   true       3
CONFIG.DAC_Mode00                  string   true       0
CONFIG.DAC_Mode01                  string   true       0
CONFIG.DAC_Mode02                  string   true       0
CONFIG.DAC_Mode03                  string   true       0
CONFIG.DAC_Mode10                  string   true       0
CONFIG.DAC_Mode11                  string   true       0
CONFIG.DAC_Mode12                  string   true       0
CONFIG.DAC_Mode13                  string   true       0
CONFIG.DAC_Mode20                  string   true       0
CONFIG.DAC_Mode21                  string   true       0
CONFIG.DAC_Mode22                  string   true       0
CONFIG.DAC_Mode23                  string   true       0
CONFIG.DAC_Mode30                  string   true       0
CONFIG.DAC_Mode31                  string   true       0
CONFIG.DAC_Mode32                  string   true       0
CONFIG.DAC_Mode33                  string   true       0
CONFIG.DAC_NCO_Freq00              string   true       0.0
CONFIG.DAC_NCO_Freq01              string   true       0.0
CONFIG.DAC_NCO_Freq02              string   true       0.0
CONFIG.DAC_NCO_Freq03              string   true       0.0
CONFIG.DAC_NCO_Freq10              string   true       0.0
CONFIG.DAC_NCO_Freq11              string   true       0.0
CONFIG.DAC_NCO_Freq12              string   true       0.0
CONFIG.DAC_NCO_Freq13              string   true       0.0
CONFIG.DAC_NCO_Freq20              string   true       0.0
CONFIG.DAC_NCO_Freq21              string   true       0.0
CONFIG.DAC_NCO_Freq22              string   true       0.0
CONFIG.DAC_NCO_Freq23              string   true       0.0
CONFIG.DAC_NCO_Freq30              string   true       0.0
CONFIG.DAC_NCO_Freq31              string   true       0.0
CONFIG.DAC_NCO_Freq32              string   true       0.0
CONFIG.DAC_NCO_Freq33              string   true       0.0
CONFIG.DAC_NCO_Phase00             string   true       0
CONFIG.DAC_NCO_Phase01             string   true       0
CONFIG.DAC_NCO_Phase02             string   true       0
CONFIG.DAC_NCO_Phase03             string   true       0
CONFIG.DAC_NCO_Phase10             string   true       0
CONFIG.DAC_NCO_Phase11             string   true       0
CONFIG.DAC_NCO_Phase12             string   true       0
CONFIG.DAC_NCO_Phase13             string   true       0
CONFIG.DAC_NCO_Phase20             string   true       0
CONFIG.DAC_NCO_Phase21             string   true       0
CONFIG.DAC_NCO_Phase22             string   true       0
CONFIG.DAC_NCO_Phase23             string   true       0
CONFIG.DAC_NCO_Phase30             string   true       0
CONFIG.DAC_NCO_Phase31             string   true       0
CONFIG.DAC_NCO_Phase32             string   true       0
CONFIG.DAC_NCO_Phase33             string   true       0
CONFIG.DAC_NCO_RTS                 string   true       false
CONFIG.DAC_Neg_Quadrature00        string   true       false
CONFIG.DAC_Neg_Quadrature01        string   true       false
CONFIG.DAC_Neg_Quadrature02        string   true       false
CONFIG.DAC_Neg_Quadrature03        string   true       false
CONFIG.DAC_Neg_Quadrature10        string   true       false
CONFIG.DAC_Neg_Quadrature11        string   true       false
CONFIG.DAC_Neg_Quadrature12        string   true       false
CONFIG.DAC_Neg_Quadrature13        string   true       false
CONFIG.DAC_Neg_Quadrature20        string   true       false
CONFIG.DAC_Neg_Quadrature21        string   true       false
CONFIG.DAC_Neg_Quadrature22        string   true       false
CONFIG.DAC_Neg_Quadrature23        string   true       false
CONFIG.DAC_Neg_Quadrature30        string   true       false
CONFIG.DAC_Neg_Quadrature31        string   true       false
CONFIG.DAC_Neg_Quadrature32        string   true       false
CONFIG.DAC_Neg_Quadrature33        string   true       false
CONFIG.DAC_Nyquist00               string   true       0
CONFIG.DAC_Nyquist01               string   true       0
CONFIG.DAC_Nyquist02               string   true       0
CONFIG.DAC_Nyquist03               string   true       0
CONFIG.DAC_Nyquist10               string   true       0
CONFIG.DAC_Nyquist11               string   true       0
CONFIG.DAC_Nyquist12               string   true       0
CONFIG.DAC_Nyquist13               string   true       0
CONFIG.DAC_Nyquist20               string   true       0
CONFIG.DAC_Nyquist21               string   true       0
CONFIG.DAC_Nyquist22               string   true       0
CONFIG.DAC_Nyquist23               string   true       0
CONFIG.DAC_Nyquist30               string   true       0
CONFIG.DAC_Nyquist31               string   true       0
CONFIG.DAC_Nyquist32               string   true       0
CONFIG.DAC_Nyquist33               string   true       0
CONFIG.DAC_Output_Current          string   true       0
CONFIG.DAC_RESERVED_1_00           string   true       false
CONFIG.DAC_RESERVED_1_01           string   true       false
CONFIG.DAC_RESERVED_1_02           string   true       false
CONFIG.DAC_RESERVED_1_03           string   true       false
CONFIG.DAC_RESERVED_1_10           string   true       false
CONFIG.DAC_RESERVED_1_11           string   true       false
CONFIG.DAC_RESERVED_1_12           string   true       false
CONFIG.DAC_RESERVED_1_13           string   true       false
CONFIG.DAC_RESERVED_1_20           string   true       false
CONFIG.DAC_RESERVED_1_21           string   true       false
CONFIG.DAC_RESERVED_1_22           string   true       false
CONFIG.DAC_RESERVED_1_23           string   true       false
CONFIG.DAC_RESERVED_1_30           string   true       false
CONFIG.DAC_RESERVED_1_31           string   true       false
CONFIG.DAC_RESERVED_1_32           string   true       false
CONFIG.DAC_RESERVED_1_33           string   true       false
CONFIG.DAC_RTS                     string   true       false
CONFIG.DAC_Slice00_Enable          string   true       false
CONFIG.DAC_Slice01_Enable          string   true       false
CONFIG.DAC_Slice02_Enable          string   true       false
CONFIG.DAC_Slice03_Enable          string   true       false
CONFIG.DAC_Slice10_Enable          string   true       false
CONFIG.DAC_Slice11_Enable          string   true       false
CONFIG.DAC_Slice12_Enable          string   true       false
CONFIG.DAC_Slice13_Enable          string   true       false
CONFIG.DAC_Slice20_Enable          string   true       false
CONFIG.DAC_Slice21_Enable          string   true       false
CONFIG.DAC_Slice22_Enable          string   true       false
CONFIG.DAC_Slice23_Enable          string   true       false
CONFIG.DAC_Slice30_Enable          string   true       false
CONFIG.DAC_Slice31_Enable          string   true       false
CONFIG.DAC_Slice32_Enable          string   true       false
CONFIG.DAC_Slice33_Enable          string   true       false
CONFIG.DAC_TDD_RTS00               string   true       0
CONFIG.DAC_TDD_RTS01               string   true       0
CONFIG.DAC_TDD_RTS02               string   true       0
CONFIG.DAC_TDD_RTS03               string   true       0
CONFIG.DAC_TDD_RTS10               string   true       0
CONFIG.DAC_TDD_RTS11               string   true       0
CONFIG.DAC_TDD_RTS12               string   true       0
CONFIG.DAC_TDD_RTS13               string   true       0
CONFIG.DAC_TDD_RTS20               string   true       0
CONFIG.DAC_TDD_RTS21               string   true       0
CONFIG.DAC_TDD_RTS22               string   true       0
CONFIG.DAC_TDD_RTS23               string   true       0
CONFIG.DAC_TDD_RTS30               string   true       0
CONFIG.DAC_TDD_RTS31               string   true       0
CONFIG.DAC_TDD_RTS32               string   true       0
CONFIG.DAC_TDD_RTS33               string   true       0
CONFIG.DAC_VOP_Mode                string   true       1
CONFIG.DAC_VOP_RTS                 string   true       false
CONFIG.EDK_IPTYPE                  string   true       PERIPHERAL
CONFIG.PL_Clock_Freq               string   true       100.0
CONFIG.PRESET                      string   true       None
CONFIG.RESERVED_3                  string   true       110000
CONFIG.RF_Analyzer                 string   true       0
CONFIG.Sysref_Source               string   true       1
CONFIG.VNC_Include_Fs2_Change      string   true       true
CONFIG.VNC_Include_OIS_Change      string   true       true
CONFIG.VNC_Testing                 string   true       false
CONFIG.disable_bg_cal_en           string   true       1
CONFIG.mADC_Band                   string   true       0
CONFIG.mADC_Bypass_BG_Cal00        string   true       false
CONFIG.mADC_Bypass_BG_Cal01        string   true       false
CONFIG.mADC_Bypass_BG_Cal02        string   true       false
CONFIG.mADC_Bypass_BG_Cal03        string   true       false
CONFIG.mADC_CalOpt_Mode00          string   true       1
CONFIG.mADC_CalOpt_Mode01          string   true       1
CONFIG.mADC_CalOpt_Mode02          string   true       1
CONFIG.mADC_CalOpt_Mode03          string   true       1
CONFIG.mADC_Coarse_Mixer_Freq00    string   true       0
CONFIG.mADC_Coarse_Mixer_Freq01    string   true       0
CONFIG.mADC_Coarse_Mixer_Freq02    string   true       0
CONFIG.mADC_Coarse_Mixer_Freq03    string   true       0
CONFIG.mADC_Data_Type00            string   true       0
CONFIG.mADC_Data_Type01            string   true       0
CONFIG.mADC_Data_Type02            string   true       0
CONFIG.mADC_Data_Type03            string   true       0
CONFIG.mADC_Data_Width00           string   true       8
CONFIG.mADC_Data_Width01           string   true       8
CONFIG.mADC_Data_Width02           string   true       8
CONFIG.mADC_Data_Width03           string   true       8
CONFIG.mADC_Decimation_Mode00      string   true       0
CONFIG.mADC_Decimation_Mode01      string   true       0
CONFIG.mADC_Decimation_Mode02      string   true       0
CONFIG.mADC_Decimation_Mode03      string   true       0
CONFIG.mADC_Dither00               string   true       true
CONFIG.mADC_Dither01               string   true       true
CONFIG.mADC_Dither02               string   true       true
CONFIG.mADC_Dither03               string   true       true
CONFIG.mADC_Enable                 string   true       0
CONFIG.mADC_Fabric_Freq            string   true       0.0
CONFIG.mADC_Link_Coupling          string   true       0
CONFIG.mADC_Mixer_Mode00           string   true       2
CONFIG.mADC_Mixer_Mode01           string   true       2
CONFIG.mADC_Mixer_Mode02           string   true       2
CONFIG.mADC_Mixer_Mode03           string   true       2
CONFIG.mADC_Mixer_Type00           string   true       3
CONFIG.mADC_Mixer_Type01           string   true       3
CONFIG.mADC_Mixer_Type02           string   true       3
CONFIG.mADC_Mixer_Type03           string   true       3
CONFIG.mADC_Multi_Tile_Sync        string   true       false
CONFIG.mADC_NCO_Freq00             string   true       0.0
CONFIG.mADC_NCO_Freq01             string   true       0.0
CONFIG.mADC_NCO_Freq02             string   true       0.0
CONFIG.mADC_NCO_Freq03             string   true       0.0
CONFIG.mADC_NCO_Phase00            string   true       0
CONFIG.mADC_NCO_Phase01            string   true       0
CONFIG.mADC_NCO_Phase02            string   true       0
CONFIG.mADC_NCO_Phase03            string   true       0
CONFIG.mADC_Neg_Quadrature00       string   true       false
CONFIG.mADC_Neg_Quadrature01       string   true       false
CONFIG.mADC_Neg_Quadrature02       string   true       false
CONFIG.mADC_Neg_Quadrature03       string   true       false
CONFIG.mADC_Nyquist00              string   true       0
CONFIG.mADC_Nyquist01              string   true       0
CONFIG.mADC_Nyquist02              string   true       0
CONFIG.mADC_Nyquist03              string   true       0
CONFIG.mADC_OBS00                  string   true       false
CONFIG.mADC_OBS01                  string   true       false
CONFIG.mADC_OBS02                  string   true       false
CONFIG.mADC_OBS03                  string   true       false
CONFIG.mADC_Outclk_Freq            string   true       31.250
CONFIG.mADC_PLL_Enable             string   true       false
CONFIG.mADC_RESERVED_1_00          string   true       false
CONFIG.mADC_RESERVED_1_01          string   true       false
CONFIG.mADC_RESERVED_1_02          string   true       false
CONFIG.mADC_RESERVED_1_03          string   true       false
CONFIG.mADC_Refclk_Div             string   true       1
CONFIG.mADC_Refclk_Freq            string   true       2000.000
CONFIG.mADC_Sampling_Rate          string   true       2.0
CONFIG.mADC_Slice00_Enable         string   true       false
CONFIG.mADC_Slice01_Enable         string   true       false
CONFIG.mADC_Slice02_Enable         string   true       false
CONFIG.mADC_Slice03_Enable         string   true       false
CONFIG.mADC_TDD_RTS00              string   true       0
CONFIG.mADC_TDD_RTS01              string   true       0
CONFIG.mADC_TDD_RTS02              string   true       0
CONFIG.mADC_TDD_RTS03              string   true       0
CONFIG.mDAC_Band                   string   true       0
CONFIG.mDAC_Coarse_Mixer_Freq00    string   true       0
CONFIG.mDAC_Coarse_Mixer_Freq01    string   true       0
CONFIG.mDAC_Coarse_Mixer_Freq02    string   true       0
CONFIG.mDAC_Coarse_Mixer_Freq03    string   true       0
CONFIG.mDAC_Data_Type00            string   true       0
CONFIG.mDAC_Data_Type01            string   true       0
CONFIG.mDAC_Data_Type02            string   true       0
CONFIG.mDAC_Data_Type03            string   true       0
CONFIG.mDAC_Data_Width00           string   true       16
CONFIG.mDAC_Data_Width01           string   true       16
CONFIG.mDAC_Data_Width02           string   true       16
CONFIG.mDAC_Data_Width03           string   true       16
CONFIG.mDAC_Decoder_Mode00         string   true       0
CONFIG.mDAC_Decoder_Mode01         string   true       0
CONFIG.mDAC_Decoder_Mode02         string   true       0
CONFIG.mDAC_Decoder_Mode03         string   true       0
CONFIG.mDAC_Enable                 string   true       0
CONFIG.mDAC_Fabric_Freq            string   true       0.0
CONFIG.mDAC_Interpolation_Mode00   string   true       0
CONFIG.mDAC_Interpolation_Mode01   string   true       0
CONFIG.mDAC_Interpolation_Mode02   string   true       0
CONFIG.mDAC_Interpolation_Mode03   string   true       0
CONFIG.mDAC_Invsinc_Ctrl00         string   true       false
CONFIG.mDAC_Invsinc_Ctrl01         string   true       false
CONFIG.mDAC_Invsinc_Ctrl02         string   true       false
CONFIG.mDAC_Invsinc_Ctrl03         string   true       false
CONFIG.mDAC_Mixer_Mode00           string   true       2
CONFIG.mDAC_Mixer_Mode01           string   true       2
CONFIG.mDAC_Mixer_Mode02           string   true       2
CONFIG.mDAC_Mixer_Mode03           string   true       2
CONFIG.mDAC_Mixer_Type00           string   true       3
CONFIG.mDAC_Mixer_Type01           string   true       3
CONFIG.mDAC_Mixer_Type02           string   true       3
CONFIG.mDAC_Mixer_Type03           string   true       3
CONFIG.mDAC_Mode00                 string   true       0
CONFIG.mDAC_Mode01                 string   true       0
CONFIG.mDAC_Mode02                 string   true       0
CONFIG.mDAC_Mode03                 string   true       0
CONFIG.mDAC_Multi_Tile_Sync        string   true       false
CONFIG.mDAC_NCO_Freq00             string   true       0.0
CONFIG.mDAC_NCO_Freq01             string   true       0.0
CONFIG.mDAC_NCO_Freq02             string   true       0.0
CONFIG.mDAC_NCO_Freq03             string   true       0.0
CONFIG.mDAC_NCO_Phase00            string   true       0
CONFIG.mDAC_NCO_Phase01            string   true       0
CONFIG.mDAC_NCO_Phase02            string   true       0
CONFIG.mDAC_NCO_Phase03            string   true       0
CONFIG.mDAC_Neg_Quadrature00       string   true       false
CONFIG.mDAC_Neg_Quadrature01       string   true       false
CONFIG.mDAC_Neg_Quadrature02       string   true       false
CONFIG.mDAC_Neg_Quadrature03       string   true       false
CONFIG.mDAC_Nyquist00              string   true       0
CONFIG.mDAC_Nyquist01              string   true       0
CONFIG.mDAC_Nyquist02              string   true       0
CONFIG.mDAC_Nyquist03              string   true       0
CONFIG.mDAC_Outclk_Freq            string   true       50.000
CONFIG.mDAC_PLL_Enable             string   true       false
CONFIG.mDAC_RESERVED_1_00          string   true       false
CONFIG.mDAC_RESERVED_1_01          string   true       false
CONFIG.mDAC_RESERVED_1_02          string   true       false
CONFIG.mDAC_RESERVED_1_03          string   true       false
CONFIG.mDAC_Refclk_Div             string   true       1
CONFIG.mDAC_Refclk_Freq            string   true       6400.000
CONFIG.mDAC_Sampling_Rate          string   true       6.4
CONFIG.mDAC_Slice00_Enable         string   true       false
CONFIG.mDAC_Slice01_Enable         string   true       false
CONFIG.mDAC_Slice02_Enable         string   true       false
CONFIG.mDAC_Slice03_Enable         string   true       false
CONFIG.mDAC_TDD_RTS00              string   true       0
CONFIG.mDAC_TDD_RTS01              string   true       0
CONFIG.mDAC_TDD_RTS02              string   true       0
CONFIG.mDAC_TDD_RTS03              string   true       0
CONFIG.mDAC_VOP                    string   true       20.0
CONFIG.production_simulation       string   true       0
CONFIG.tb_adc_fft                  string   true       true
CONFIG.tb_dac_fft                  string   true       true
CONFIG.use_bram                    string   true       1
CONFIGURABLE                       bool     true       0
CORE_REVISION                      string   true       0
DRIVER_MODE                        string   true       
HIER_NAME                          string   true       
IP_NAME                            string   true       usp_rf_data_converter
IP_TYPE                            enum     true       PERIPHERAL
ISPDEFINST                         bool     true       0
IS_HIERARCHICAL                    bool     true       0
IS_PL                              bool     true       1
NAME                               string   true       usp_rf_data_converter_0
PRODUCT_GUIDE                      string   true       http://www.xilinx.com/cgi-bin/docs/ipdoc?c=usp_rf_data_converter;v=v2_4;d=pg269-rf-data-converter.pdf
SLAVES                             string*  true       
VLNV                               string   true       xilinx.com:ip:usp_rf_data_converter:2.4
DT.CLOCKS adc2_clk_p adc2_clk_n s_axi_aclk m0_axis_aclk m1_axis_aclk m2_axis_aclk m3_axis_aclk
